MONTHS_WORKED;HOURS_PER_WEEK;URBAN_RURAL;SEX;AGE_RANGE;SALARY_RANK;OCCUPATION
12;60;1;1;5;3;12
12;84;1;0;5;1;12
12;60;1;1;3;1;12
11;40;1;1;1;1;12
12;80;1;0;1;4;12
12;48;1;1;3;2;12
12;48;1;1;1;2;12
12;48;1;1;1;1;12
12;48;1;0;1;1;12
12;48;1;1;1;1;12
12;40;1;0;4;1;12
12;48;1;0;0;2;12
12;48;1;1;1;1;12
6;40;1;1;2;1;12
12;48;1;1;1;1;12
12;30;1;1;0;1;12
12;48;1;0;1;1;12
12;48;1;0;5;2;12
12;52;1;1;5;1;12
12;48;1;0;1;2;12
12;52;1;0;5;2;12
12;60;1;1;5;1;12
4;16;1;0;1;1;12
12;48;1;1;1;1;12
7;40;1;0;1;1;12
12;50;1;0;3;3;12
12;48;1;0;3;1;12
12;50;1;1;2;2;12
12;60;1;0;0;2;12
12;30;1;1;1;1;12
12;48;1;0;5;1;12
12;48;1;0;3;1;12
12;48;1;1;1;2;12
12;48;1;0;3;1;12
12;80;1;0;5;1;12
12;60;1;1;5;2;12
12;60;1;1;1;3;12
12;52;1;1;5;2;12
12;60;1;1;1;2;12
12;48;1;1;4;1;12
12;50;1;1;5;1;12
12;70;1;0;1;2;12
12;40;2;0;5;2;12
12;70;2;1;2;2;12
12;48;1;0;1;3;12
12;48;1;0;3;2;12
7;48;1;1;0;1;12
12;36;1;1;1;1;12
12;54;2;0;1;2;12
12;70;2;0;5;4;12
12;48;2;0;5;2;12
12;48;2;0;5;1;12
12;72;2;0;5;2;12
12;40;1;1;1;1;12
12;48;1;0;2;3;12
12;48;1;0;5;1;12
12;48;1;0;3;2;12
12;48;1;1;1;2;12
12;84;1;0;1;2;12
12;60;1;0;1;2;12
4;44;1;0;5;2;12
12;70;1;0;3;1;12
12;48;1;1;1;2;12
12;40;1;0;5;1;12
12;50;1;0;1;2;12
12;40;1;1;1;1;12
12;48;1;1;1;2;12
1;48;1;0;1;1;12
12;48;1;1;3;1;12
12;54;1;1;1;3;12
12;50;1;1;1;1;12
12;60;1;1;1;1;12
12;48;1;1;1;2;12
12;48;1;0;1;2;12
12;48;1;0;5;2;12
12;60;1;1;1;3;12
12;48;1;0;1;2;12
12;48;1;0;0;1;12
12;50;1;0;5;1;12
12;50;1;0;3;1;12
2;50;1;1;1;1;12
12;50;1;0;1;1;12
12;50;1;0;0;1;12
12;50;1;0;3;2;12
10;30;1;1;5;1;12
12;60;1;0;5;2;12
8;72;1;0;2;2;12
12;96;1;0;1;1;12
12;40;1;0;0;2;12
11;60;1;1;2;1;12
9;40;1;1;1;1;12
12;48;1;1;1;2;12
12;55;1;1;3;2;12
12;48;1;1;3;2;12
12;24;1;0;4;1;12
12;48;1;1;3;2;12
12;48;1;1;5;2;12
12;70;1;1;1;2;12
12;60;1;0;1;2;12
12;48;1;0;0;2;12
12;60;1;0;1;2;12
12;60;1;1;1;1;12
11;90;1;0;3;3;12
3;60;1;0;1;1;12
12;48;1;0;1;2;12
12;48;1;1;2;1;12
12;60;1;0;1;2;12
12;60;1;1;3;2;12
12;48;1;1;0;2;12
12;48;1;0;1;2;12
12;60;1;0;3;1;12
12;60;1;0;0;2;12
12;48;1;0;1;1;12
12;40;1;0;1;1;12
12;54;1;0;1;1;12
12;48;1;1;1;1;12
12;48;1;0;1;2;12
10;50;1;0;3;1;12
6;48;1;0;3;1;12
12;60;1;1;1;2;12
12;40;1;0;1;2;12
12;48;1;1;5;2;12
12;45;1;0;1;1;12
12;48;1;1;1;1;12
12;48;1;0;2;2;12
12;48;1;1;1;2;12
12;60;1;1;2;1;12
12;72;1;1;1;2;12
12;70;1;0;0;1;12
12;72;1;0;5;2;12
6;48;1;0;1;1;12
12;48;1;1;1;1;12
12;60;1;1;3;2;12
12;70;1;0;0;2;12
12;48;1;1;0;1;12
12;50;1;1;1;1;12
12;60;1;1;1;1;12
12;48;1;1;1;2;18
12;49;1;0;0;2;18
12;50;1;0;0;1;18
12;56;1;0;3;1;18
12;48;1;0;1;2;18
12;48;1;1;3;2;18
12;40;1;1;2;1;18
12;48;1;1;1;1;18
12;72;1;1;0;1;18
8;48;1;0;1;1;18
12;60;1;0;1;1;18
12;48;1;0;1;1;18
12;35;1;1;5;2;18
12;50;1;0;5;2;18
3;30;1;0;1;1;18
12;12;1;1;1;1;18
12;48;1;0;5;2;18
12;30;1;1;0;1;18
12;48;1;0;0;1;18
7;40;1;0;5;1;18
12;48;1;1;1;2;18
12;30;1;0;1;1;18
12;48;1;0;5;1;18
12;45;1;1;0;1;18
12;60;1;0;3;2;18
12;45;1;0;0;1;18
12;48;1;0;3;2;18
12;48;1;1;2;2;18
11;45;1;0;3;1;18
12;60;2;1;1;1;18
12;48;1;0;1;2;18
11;48;1;1;1;4;18
3;48;1;0;1;2;18
2;54;1;0;3;2;18
12;48;1;0;1;1;18
12;30;1;1;1;1;18
12;48;1;0;3;2;18
12;40;1;1;1;2;18
12;48;1;0;1;2;18
12;48;1;1;3;2;18
10;48;1;0;5;4;18
12;35;1;0;1;1;18
12;44;1;1;1;1;18
10;50;1;0;1;2;18
12;48;1;0;1;2;18
12;60;1;1;5;1;18
12;28;1;0;1;1;18
6;48;1;1;2;1;18
12;40;1;1;1;1;18
6;16;1;1;1;1;18
12;48;1;1;3;2;18
12;48;1;0;2;2;18
12;48;1;1;1;2;18
12;48;2;1;5;5;18
12;48;1;0;1;2;18
12;35;1;1;0;1;18
12;38;1;1;1;1;18
2;48;1;0;1;2;18
1;8;1;1;1;1;18
12;48;1;1;5;2;18
12;48;1;0;1;3;18
1;48;1;1;2;1;18
12;48;1;1;2;1;18
12;35;1;1;2;2;18
12;48;1;1;2;2;18
12;48;1;1;3;1;18
12;40;1;1;0;1;18
10;48;1;0;1;1;18
12;54;1;1;1;1;18
12;48;1;0;3;2;18
12;48;1;0;1;1;18
12;60;1;0;1;1;18
12;50;1;1;0;5;18
12;48;1;0;1;2;18
12;60;1;1;1;2;18
12;40;1;1;1;1;18
12;40;1;1;5;2;18
12;48;1;1;4;1;18
12;48;1;1;0;1;18
12;48;1;1;1;1;18
10;48;1;1;1;1;18
12;48;1;0;5;2;18
12;48;1;0;3;2;18
12;48;1;1;1;1;18
12;40;1;0;1;1;18
12;40;1;0;1;1;18
12;45;1;0;5;2;18
12;35;1;0;5;2;18
12;20;1;1;3;1;18
12;48;1;0;3;5;18
7;40;1;1;5;2;18
12;58;1;0;2;2;18
12;48;1;1;1;2;18
12;48;1;0;1;2;18
12;50;1;0;1;2;18
12;48;1;0;3;1;18
12;48;1;1;2;1;18
12;40;1;0;1;2;18
3;48;1;0;3;2;18
10;44;1;0;5;2;18
12;48;1;1;5;1;18
12;48;1;0;1;1;18
12;48;1;0;0;1;18
12;48;1;0;3;2;18
12;48;1;0;5;2;18
8;48;1;1;5;1;18
12;60;1;0;5;5;18
12;48;1;1;4;1;18
12;48;1;0;1;1;18
12;40;1;1;1;2;18
12;48;1;0;0;2;18
12;36;1;1;5;2;18
12;48;1;1;1;2;18
12;60;1;1;1;2;18
12;60;1;0;1;1;18
12;40;1;0;3;2;18
12;48;1;1;1;1;18
12;72;1;1;0;1;18
12;40;1;0;5;3;8
4;10;1;0;1;3;8
12;40;1;1;1;5;8
12;30;1;1;4;5;8
12;60;1;0;1;5;8
12;40;1;0;5;2;8
8;40;1;1;3;3;8
12;25;1;0;1;2;8
12;44;1;0;0;3;8
2;24;1;1;5;1;8
11;48;1;0;1;2;8
12;40;1;1;2;2;8
12;48;1;1;1;3;8
12;48;1;0;1;3;8
12;48;1;0;2;2;8
12;48;1;0;3;2;8
12;48;1;0;1;3;8
12;48;1;0;1;3;8
12;48;1;0;1;5;8
6;45;1;0;5;3;8
12;40;1;0;2;2;8
12;48;1;0;1;2;8
6;40;1;0;1;2;8
12;45;1;0;1;2;8
12;40;1;0;3;2;8
8;48;1;1;3;3;8
12;12;1;0;5;2;8
12;48;1;1;1;3;8
12;40;1;0;1;4;8
12;40;1;0;1;4;8
12;42;1;1;4;3;8
12;48;1;0;3;2;8
12;45;1;1;5;2;8
12;40;1;1;2;5;8
9;40;1;1;5;5;8
12;50;2;0;1;4;8
12;48;1;0;5;1;8
12;40;1;0;1;5;8
12;60;1;0;5;1;8
12;48;1;0;5;5;8
12;45;1;1;2;2;8
12;48;1;0;1;4;8
8;30;1;0;0;2;8
12;84;1;1;3;4;8
12;48;1;0;2;4;8
12;48;1;1;3;2;8
12;48;1;0;5;1;8
12;40;1;1;1;2;8
12;48;1;1;5;2;8
12;48;1;1;1;2;8
12;40;1;0;5;5;1
12;30;1;1;5;5;1
12;40;1;0;1;1;1
12;40;1;0;1;5;1
12;48;1;0;0;1;1
2;48;1;0;1;2;1
11;48;1;1;3;5;1
12;48;1;1;2;5;1
12;48;1;0;2;5;1
12;40;1;1;1;3;1
12;40;1;1;5;2;1
12;48;1;1;5;5;1
12;48;1;0;2;2;1
7;48;1;0;1;2;1
12;42;1;1;5;2;1
8;40;1;0;5;4;1
12;40;1;1;3;2;1
12;40;1;1;1;5;1
12;48;1;0;1;2;1
12;48;1;1;1;5;1
12;44;1;1;1;3;1
2;48;1;1;0;3;1
2;4;1;0;5;1;1
12;48;1;1;1;2;1
12;48;1;0;1;3;1
12;48;1;1;1;5;1
12;50;1;0;1;5;1
12;40;1;0;3;5;1
12;55;1;0;5;5;1
9;50;1;0;1;4;1
12;48;1;0;1;3;1
12;48;1;1;0;4;1
12;48;1;0;0;2;1
12;48;1;1;3;2;1
12;40;1;1;1;2;1
12;48;1;0;5;2;1
12;40;1;1;5;3;1
12;40;1;1;5;3;1
12;48;1;0;3;3;1
12;40;1;0;5;3;1
12;40;1;0;1;3;1
12;48;1;0;0;5;1
12;35;1;1;2;1;1
9;48;1;1;0;4;1
12;48;1;1;3;4;1
12;40;1;0;1;3;1
12;48;1;0;1;5;1
12;40;1;0;1;5;1
12;40;1;0;5;5;1
10;40;1;1;5;2;1
1;45;1;0;1;2;1
12;40;1;0;1;2;1
12;48;1;0;1;5;1
12;16;1;0;3;2;1
12;48;1;1;1;5;1
12;40;2;0;5;3;1
12;48;2;1;1;5;1
12;48;2;0;3;1;1
12;48;2;1;3;3;1
12;40;1;1;3;2;1
12;40;2;1;1;2;1
12;40;1;1;1;1;1
12;30;1;1;3;5;1
12;48;1;1;0;2;1
12;48;1;0;0;3;1
12;48;1;0;5;5;1
12;25;1;1;0;2;1
12;40;1;0;1;4;1
12;48;1;0;3;3;1
12;48;1;0;0;5;1
4;30;1;1;0;1;1
12;48;1;0;1;2;1
12;24;1;1;3;3;1
12;48;1;1;3;1;1
12;40;1;0;1;5;1
12;48;1;0;1;4;1
12;40;1;0;5;3;1
12;48;1;0;1;5;1
12;48;1;0;1;2;1
12;40;1;1;1;4;1
12;40;1;1;1;5;1
12;48;1;0;1;5;1
10;48;1;0;5;5;1
12;48;1;0;0;2;1
12;40;1;1;1;2;1
12;40;1;1;3;3;1
12;40;1;1;3;2;1
8;25;1;0;1;3;1
10;40;1;1;1;3;1
12;48;1;1;1;4;1
12;40;1;0;1;1;1
12;48;1;0;5;3;1
12;48;1;1;3;1;1
12;45;1;1;1;3;1
12;40;1;1;3;4;1
12;48;1;0;5;4;1
12;30;1;0;0;1;1
12;40;1;0;5;3;1
12;48;1;1;5;4;1
12;57;1;0;3;5;1
12;25;1;1;3;2;1
12;30;1;1;0;5;1
3;40;1;0;5;2;1
12;48;1;0;2;5;1
12;48;1;1;1;4;1
12;40;1;0;1;2;1
12;48;1;0;1;2;1
12;48;1;0;1;5;1
12;48;1;0;1;3;1
12;48;1;0;1;2;1
12;54;1;0;5;4;1
12;48;1;0;3;3;1
12;40;1;0;1;5;1
12;30;1;0;1;2;1
12;48;1;0;1;3;1
12;50;1;0;3;4;1
12;45;1;0;1;5;1
12;48;1;1;5;5;1
12;48;1;0;1;5;1
12;40;1;1;1;1;1
12;40;1;1;3;4;1
12;40;1;1;5;4;1
12;48;1;1;1;2;1
12;48;1;0;2;3;1
8;48;1;0;5;4;1
4;24;1;1;5;1;1
12;48;1;1;5;3;1
12;50;1;1;1;5;1
11;40;1;0;1;5;1
12;48;1;0;5;3;1
12;36;1;0;1;3;1
12;48;1;1;1;3;1
12;48;1;0;1;5;1
11;40;1;0;2;3;1
12;36;1;0;1;3;1
12;20;1;0;5;5;1
12;48;1;0;1;4;1
12;48;1;1;1;2;1
12;25;1;0;2;4;1
12;60;1;0;0;5;1
1;40;1;0;1;3;1
12;40;1;0;5;3;1
6;45;1;1;1;2;1
12;48;1;0;5;5;1
12;48;1;0;5;2;1
11;40;1;1;3;1;1
12;60;1;0;1;2;1
12;40;1;0;1;4;1
12;48;1;1;1;2;1
12;48;1;0;1;5;1
12;48;1;1;0;3;1
12;48;1;0;1;1;1
12;24;1;0;0;2;1
12;40;1;0;4;2;1
12;40;2;1;1;3;1
12;48;1;0;5;3;1
12;40;1;1;1;4;1
5;24;1;0;1;5;1
12;48;1;1;0;5;1
12;48;1;0;5;3;1
12;48;1;1;0;5;1
12;45;1;1;0;4;1
12;48;1;0;1;5;1
12;48;1;1;1;5;1
12;48;1;0;1;3;1
12;48;1;0;1;3;1
12;40;1;1;2;4;1
12;40;1;0;1;2;1
12;48;1;0;0;5;1
12;48;1;0;3;2;1
12;40;1;1;5;4;1
12;40;1;1;1;2;1
12;48;1;1;3;4;1
12;45;1;1;2;4;1
12;48;1;1;1;1;1
12;48;1;0;5;5;1
12;60;1;1;1;5;1
12;48;1;1;1;5;1
12;40;1;1;3;2;1
12;48;1;0;2;1;1
12;48;1;1;2;1;1
12;50;1;1;3;2;1
10;48;1;0;3;1;1
11;40;1;0;3;2;1
12;48;1;0;0;5;1
12;48;1;1;0;2;1
12;40;1;0;1;4;1
12;40;1;0;2;3;1
12;40;1;0;5;3;1
12;40;1;0;0;5;1
12;35;1;0;0;3;1
12;40;1;1;1;2;1
12;40;1;0;0;5;1
12;48;1;0;5;4;1
12;48;1;0;3;3;1
12;48;1;0;0;2;1
6;40;1;0;2;2;1
12;40;1;0;0;5;1
6;20;1;0;2;1;1
12;40;1;0;1;3;1
12;40;1;1;0;2;1
12;40;1;1;5;3;1
12;40;1;0;1;4;1
12;48;1;1;1;5;1
12;48;1;1;3;3;1
12;48;1;1;1;4;1
12;50;1;0;5;4;1
5;40;1;1;5;3;1
12;30;1;0;3;2;1
12;48;1;0;1;5;1
10;40;1;0;2;3;1
12;48;1;0;1;4;1
12;48;1;1;3;4;1
11;40;1;0;5;1;1
12;50;1;1;1;2;1
12;20;1;1;2;2;1
12;40;1;0;1;2;1
12;40;1;1;5;2;1
12;48;1;0;1;2;1
12;30;1;0;2;1;1
6;35;2;0;2;4;1
12;40;2;0;5;2;1
12;48;1;0;0;3;1
12;48;1;1;5;2;1
12;20;1;0;5;5;1
12;60;1;0;5;5;1
12;40;1;0;3;4;1
10;40;1;0;2;2;1
12;48;1;1;1;2;1
12;48;1;1;1;2;1
12;40;1;0;2;2;1
12;40;1;0;3;3;1
12;45;1;0;1;5;1
12;60;1;0;1;5;1
12;45;1;1;0;3;1
12;40;1;0;1;1;1
12;30;1;0;1;1;1
12;48;1;0;1;4;1
12;40;1;0;1;1;1
12;48;1;0;0;2;1
12;48;1;1;3;2;1
12;40;1;0;2;1;1
12;40;1;0;1;4;1
12;120;1;1;1;4;1
12;40;1;1;1;4;1
12;48;1;1;1;5;1
5;48;1;0;3;1;1
12;36;1;0;3;3;1
6;40;1;0;1;5;1
12;40;1;0;0;5;1
12;48;1;1;0;4;1
12;48;1;0;2;3;1
12;40;1;0;0;5;1
12;40;1;1;1;2;1
12;40;1;0;5;2;1
4;20;1;1;2;2;1
12;60;1;1;1;2;1
12;40;1;1;3;5;1
12;30;1;0;5;5;1
12;40;1;0;1;4;1
12;50;1;0;1;3;1
5;60;1;1;2;2;1
12;48;1;0;1;1;1
12;48;1;1;0;2;1
12;45;1;1;0;3;1
12;48;1;0;1;3;1
12;40;1;0;0;5;1
12;48;1;0;1;3;1
12;48;1;0;5;4;1
12;40;1;1;1;4;1
12;48;1;0;3;5;1
12;48;1;0;0;4;1
12;50;1;1;1;4;1
12;50;1;1;4;5;1
12;40;1;0;0;5;1
12;40;1;0;3;4;1
7;48;1;0;5;3;1
12;40;1;0;5;3;1
12;48;1;0;1;4;1
12;48;1;0;0;5;1
12;48;1;0;1;3;1
12;48;1;1;1;3;1
1;44;1;0;1;4;1
12;48;1;0;0;4;1
12;48;1;1;1;2;1
12;40;1;0;0;5;1
12;48;1;0;1;5;1
12;44;1;0;1;1;14
1;44;1;0;1;1;14
12;48;1;1;3;2;14
12;32;1;0;0;1;14
12;22;1;0;0;1;14
12;50;1;0;2;1;14
12;48;1;1;1;1;14
12;10;1;0;1;1;14
12;48;1;0;1;2;14
12;48;1;1;0;1;14
12;50;1;0;5;1;14
12;54;2;1;1;1;14
2;48;1;1;1;1;14
12;48;1;1;3;1;14
12;48;1;0;1;1;14
12;48;1;0;3;1;14
12;48;1;1;1;1;14
8;20;1;0;5;1;14
12;49;1;1;2;2;14
12;40;2;0;4;1;14
12;40;1;1;2;1;14
6;48;1;1;0;1;14
12;48;1;1;1;1;14
12;40;1;0;2;1;14
12;48;1;0;1;1;14
12;44;1;0;2;1;14
12;42;1;1;1;1;14
12;40;1;0;1;1;14
12;67;1;1;3;2;14
12;50;1;0;1;2;14
10;40;1;1;1;1;14
12;48;1;1;0;1;14
12;48;1;1;1;1;14
12;10;1;0;3;1;14
12;48;1;1;5;2;14
12;30;1;0;1;1;14
12;48;1;1;5;2;15
12;40;1;1;0;1;15
12;50;1;0;3;3;15
11;60;1;1;0;2;15
12;70;1;0;0;1;15
12;48;1;1;3;2;15
12;56;1;0;1;2;15
12;48;1;0;1;2;15
12;48;1;0;1;3;15
12;70;1;0;1;2;15
11;40;1;0;5;2;15
12;70;1;0;1;2;15
10;60;1;1;0;2;15
12;50;1;1;2;2;15
12;48;1;0;5;2;15
12;48;2;0;1;3;15
12;48;1;0;3;2;15
12;48;1;1;3;1;15
12;84;1;0;5;2;15
12;40;1;0;0;2;15
12;48;1;1;2;2;15
12;56;1;0;1;2;15
12;70;1;0;1;2;15
12;48;1;0;1;2;15
12;45;1;0;5;1;15
12;24;1;0;3;1;15
12;84;1;1;3;2;15
12;48;1;0;2;2;15
12;40;1;0;5;1;10
12;24;1;1;1;1;10
12;21;1;0;3;1;10
12;8;1;1;3;1;10
12;70;1;0;1;1;10
12;54;1;0;3;1;10
12;48;1;1;1;1;10
7;30;1;0;1;1;10
12;65;1;0;3;2;10
12;40;1;0;0;1;10
12;30;1;0;5;1;10
12;60;1;0;3;1;10
9;56;1;1;0;2;10
10;48;1;1;3;1;10
12;24;1;0;5;1;10
12;60;1;0;2;2;10
12;50;1;0;1;2;10
12;84;1;1;1;2;10
12;40;1;0;0;2;10
12;66;1;0;0;2;10
8;70;1;0;1;2;10
12;70;1;0;2;1;10
11;40;1;0;1;1;10
12;45;1;1;2;1;10
12;48;1;1;0;2;10
12;15;1;0;2;2;10
12;18;1;0;0;1;10
12;48;1;0;1;2;10
12;70;1;1;1;1;10
12;50;1;0;2;1;10
3;20;1;1;5;1;10
12;20;1;0;2;1;10
12;48;1;0;1;1;10
12;40;1;0;0;1;10
10;48;1;1;0;1;10
12;48;1;0;0;2;10
12;10;1;1;5;1;10
3;44;1;1;0;1;10
12;48;1;1;3;1;10
12;70;1;0;5;2;10
12;30;1;1;5;1;10
12;72;1;1;5;2;10
12;20;1;0;0;1;10
12;30;1;1;1;1;10
12;48;1;1;0;1;10
12;42;1;1;1;1;10
12;48;1;1;1;1;10
12;35;1;0;5;1;10
12;48;1;1;3;1;10
10;60;1;0;1;1;10
12;36;1;1;1;1;10
12;56;1;1;1;1;10
12;60;1;0;1;1;10
12;48;1;0;0;1;10
12;36;1;0;0;1;10
12;40;1;0;5;1;10
12;48;1;0;1;1;10
12;40;1;1;2;4;10
12;84;1;0;1;2;10
6;30;1;1;2;1;10
12;48;1;1;1;1;10
12;40;1;0;5;2;10
12;60;2;1;5;2;10
12;40;2;0;3;1;10
12;20;1;0;3;2;10
12;48;1;1;1;2;10
12;36;1;1;1;1;10
12;60;1;1;3;1;10
12;48;1;1;5;1;10
12;48;1;1;5;1;10
6;40;1;0;0;1;10
12;60;1;0;1;1;10
10;36;1;1;0;1;10
12;48;1;0;1;1;10
12;48;1;1;1;2;10
12;4;1;1;1;1;10
12;24;1;0;1;1;10
12;48;1;1;4;1;10
12;40;1;1;1;1;10
1;48;1;1;2;1;10
12;20;1;1;1;1;10
12;48;1;0;3;1;10
12;60;1;0;1;1;10
12;48;1;0;0;1;10
12;48;1;1;4;1;10
5;48;1;0;5;1;10
12;48;1;0;5;1;10
12;48;1;1;3;1;10
12;48;1;0;1;1;10
12;60;1;1;5;1;10
12;48;1;1;1;1;10
12;24;1;1;5;2;10
6;18;1;0;3;1;10
12;40;1;0;1;1;10
12;12;1;1;3;1;10
12;48;1;1;4;2;10
12;48;1;0;0;1;10
12;24;1;1;1;1;10
10;4;1;0;1;1;10
12;20;1;1;1;1;10
12;50;1;1;2;1;10
12;50;1;1;0;1;10
3;30;1;0;5;1;10
12;72;1;0;3;1;10
12;48;1;0;5;2;10
12;40;1;0;0;1;10
12;30;1;1;1;1;10
12;48;1;1;0;2;10
12;48;1;1;1;1;10
12;30;1;1;0;1;10
12;48;1;1;2;1;10
12;72;1;0;1;1;10
12;40;1;0;0;1;10
12;72;1;1;0;1;10
12;20;1;1;5;1;10
12;40;1;0;1;1;10
12;91;1;1;2;2;10
10;36;1;0;5;1;10
12;60;1;0;1;1;10
12;48;1;1;3;1;10
12;56;1;0;5;1;10
12;20;1;1;1;1;10
12;48;1;1;1;1;10
12;50;1;1;3;1;10
12;48;1;0;1;2;10
12;60;1;0;0;1;10
8;20;1;1;3;1;10
12;30;1;1;1;1;10
12;48;1;1;1;1;10
12;48;1;0;3;1;10
12;48;1;0;1;1;10
12;60;1;1;1;1;10
12;42;1;0;2;2;10
12;42;1;1;1;1;10
12;12;1;0;3;1;10
3;18;1;0;0;1;10
12;84;1;1;1;1;10
12;70;1;0;1;1;10
12;60;1;0;1;1;10
12;42;1;1;0;1;10
12;30;1;0;0;2;10
12;30;1;0;3;1;10
10;40;2;0;1;1;10
12;35;2;0;1;1;10
12;40;2;0;1;2;10
12;60;1;0;1;2;10
12;30;1;0;3;1;10
12;48;1;0;0;1;10
12;40;1;1;2;1;10
12;70;1;0;3;1;10
12;40;1;0;1;1;10
12;48;1;0;1;2;10
12;84;1;0;1;2;10
12;48;1;1;0;2;10
12;40;1;1;1;1;10
12;50;1;1;0;1;10
10;25;1;0;1;1;10
12;40;1;1;1;1;10
12;60;1;1;5;1;10
10;60;2;0;1;1;10
12;60;2;0;3;1;10
12;60;2;1;5;1;10
12;70;2;1;1;1;10
9;70;1;1;1;1;10
12;60;1;0;1;1;10
12;70;1;0;1;2;10
12;15;1;0;0;1;10
12;12;1;1;3;1;10
12;60;1;1;3;1;10
12;70;1;1;5;1;10
6;30;1;0;1;1;10
12;48;1;1;5;1;10
12;40;1;1;3;1;10
12;10;1;1;1;1;10
12;24;1;0;5;1;10
12;48;1;0;1;1;10
12;48;1;1;1;1;10
12;48;1;1;3;1;10
12;48;1;1;2;1;10
12;48;1;0;1;1;10
12;62;1;0;3;2;10
12;60;1;0;1;2;10
5;50;1;1;1;1;10
5;72;1;0;3;2;10
12;24;1;0;3;1;10
12;56;1;0;0;2;10
12;10;1;0;1;1;10
10;54;1;0;1;1;10
11;48;1;1;1;1;10
12;50;1;1;1;2;10
12;10;1;1;2;1;10
10;20;1;0;1;1;10
8;54;1;0;1;2;10
6;16;1;0;1;1;10
6;40;1;1;1;1;10
8;10;1;0;0;1;10
11;45;1;1;1;1;10
12;30;1;1;1;1;10
12;38;1;0;1;1;10
12;40;1;1;1;1;10
12;48;1;0;2;2;10
12;48;1;1;1;1;10
12;70;1;0;1;1;10
12;56;1;0;5;1;10
4;40;1;0;1;1;10
12;48;1;0;1;1;10
12;48;1;1;1;1;10
12;48;1;0;5;2;10
12;24;1;0;1;1;10
12;40;1;1;0;1;10
12;49;1;0;0;1;10
12;40;1;1;0;1;10
12;48;1;0;1;1;10
12;14;1;1;1;1;10
12;60;1;1;1;1;10
9;40;1;1;1;1;10
12;10;2;1;1;1;10
12;5;1;0;1;1;10
12;40;1;0;5;1;10
12;48;2;0;3;1;10
12;25;2;1;0;1;10
12;48;1;0;5;1;10
12;24;1;1;1;1;10
12;42;1;1;0;2;10
12;48;1;0;1;1;10
12;40;1;0;0;1;10
12;48;1;1;2;1;10
12;60;1;0;1;1;10
12;30;1;0;5;1;10
12;40;1;1;1;1;10
12;50;1;1;2;1;10
12;42;1;0;1;1;10
12;60;1;0;1;1;10
12;38;1;1;2;1;10
12;30;1;1;1;1;10
12;48;1;0;1;1;10
12;48;1;1;2;1;10
12;40;1;1;2;1;10
12;15;1;1;1;1;10
12;60;1;1;0;1;10
12;2;1;1;1;1;10
12;20;1;0;5;1;10
12;20;1;0;1;1;10
12;60;1;0;1;2;10
12;48;1;1;0;1;10
12;60;1;0;2;1;10
12;16;1;0;3;1;10
12;40;1;1;1;1;10
12;30;1;1;3;1;10
12;48;1;0;2;2;10
12;60;1;0;1;1;10
12;60;1;1;1;1;10
12;30;1;1;0;1;10
12;40;1;1;2;1;10
12;40;1;0;1;1;10
12;12;1;0;0;1;10
8;10;1;0;1;1;10
12;66;1;1;5;1;10
12;40;1;0;3;2;10
12;40;1;0;0;1;10
4;24;1;0;2;1;10
12;48;1;0;5;2;10
12;42;1;1;3;1;10
12;40;1;0;1;1;10
12;40;1;0;3;1;10
6;48;1;1;1;1;10
12;48;1;0;1;2;10
2;54;1;1;1;1;10
12;50;1;1;0;1;10
12;48;1;0;3;1;10
12;70;1;0;1;1;10
12;48;1;1;1;1;10
12;10;1;0;1;1;10
12;39;1;1;5;1;10
12;48;1;0;3;1;10
12;35;1;0;1;1;10
12;70;1;0;3;1;10
12;48;1;0;1;1;10
12;48;1;1;1;1;10
10;30;1;0;3;1;10
12;40;1;0;1;1;10
10;48;1;0;3;1;10
12;48;1;0;5;1;10
12;60;1;0;1;2;10
12;50;1;1;5;2;10
12;48;1;1;2;1;10
12;72;1;1;1;1;10
4;60;1;1;1;1;10
12;60;1;0;5;1;10
12;48;1;0;1;1;10
12;30;1;0;5;1;10
12;48;1;1;5;1;10
12;48;1;0;5;1;10
12;20;1;0;1;1;10
12;40;1;0;3;1;10
12;70;1;1;5;1;10
12;48;1;1;0;1;10
3;42;1;1;0;1;10
12;40;1;0;0;1;10
12;48;1;1;1;1;10
12;48;1;0;5;1;10
12;12;1;0;1;1;10
12;40;1;0;1;1;10
12;5;1;0;2;1;10
1;45;1;0;3;1;10
12;40;1;0;3;2;10
12;72;1;1;2;2;10
12;50;1;1;5;2;10
12;22;1;1;1;2;10
12;40;1;1;1;1;10
6;48;1;1;2;2;10
12;15;1;0;1;1;10
12;48;1;1;1;1;10
12;60;1;1;5;3;10
12;20;2;1;1;1;10
12;42;1;1;5;1;11
12;50;1;0;1;1;11
12;70;1;1;0;1;11
1;48;1;1;0;1;11
12;9;1;0;0;1;11
12;48;1;0;0;1;11
12;72;1;0;2;2;11
12;21;1;1;1;1;11
12;60;1;1;1;1;11
12;60;1;1;3;1;11
9;35;1;1;1;1;11
12;38;1;1;1;1;11
12;40;1;0;1;1;11
12;48;1;0;1;1;11
12;48;1;1;3;1;11
12;84;1;0;2;1;11
12;84;1;0;2;1;11
12;60;1;1;1;1;11
12;84;1;0;1;1;11
12;36;1;0;1;1;11
12;48;1;0;5;2;11
12;48;1;1;1;1;11
12;56;1;0;1;1;11
12;30;1;0;1;1;11
